card_name,oracle_tags
"Ruthless Knave","acceleration|activated-ability|card-advantage|draw|mana-filter|mana-ramp|mana-storage|plunder|ramp|repeatable-draw|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|sacrifice-outlet-creature|synergy-treasure"
"Ruthless Technomancer","acceleration|activated-ability|commander-set-booster-cards|mana-ramp|power-matters|ramp|reanimate|reanimate-creature|recursion|recursion-creature|refund|resurrect|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|sacrifice-outlet-creature|synergy-artifact|zombify"
"Sacellum Godspeaker","acceleration|activated-ability|adds-multiple-mana|mana-dork|mana-producer|mana-ramp|naya-ferocious|power-matters|ramp"
"Sachi, Daughter of Seshiro","acceleration|alliteration|anthem|card-names|gives-mana-ability|kindred|lord|mana-dork|mana-producer|mana-ramp|naming-scheme|noncreature-tribal|noncreature-typal|power-boost-to-all|ramp|tribal|tribal-coupling|tribal-shaman|tribal-snake|typal|typal-coupling|typal-creature|typal-shaman|typal-snake"
"Sacrifice","acceleration|adds-multiple-mana|card-names|cmc-matters|converted-mana-cost-matters|deprecated-card-types|interrupt|mana-ramp|mana-value-matters|naming-scheme|ramp|ritual|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|shares-name-with-a-mechanic|single-english-word-name"
"Safana, Calimport Cutthroat","acceleration|alliteration|card-names|cycle|cycle-clb-backward-ally-legend|dnd|dnd-character|evasion|intervening-if-clause|mana-ramp|naming-scheme|pair-commander|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|synergy-dungeon|synergy-initiative"
"Sage of the Beyond","acceleration|castable-from-exile|castable-from-nonhand|cheaper-than-mv|cost-reducer|evasion|mana-ramp|paradox|ramp|synergy-commander|synergy-exile-cast|synergy-graveyard-cast|synergy-library-cast|synergy-nonhand-cast|unexile"
"Sage of the Maze","acceleration|activated-ability|adds-multiple-mana|animate|animate-land|gives-haste|mana-dork|mana-producer|mana-ramp|ramp|synergy-gate|tap-fuel-land|type-change|untapper-self|untaps-self"
"Sage of the Unknowable","acceleration|activated-ability|colourless-matters|mana-dork|mana-producer|mana-ramp|ramp|restricted-mana|synergy-activated-ability|synergy-colorless"
"Sailor of Means","acceleration|flavors-of-vanilla|mana-ramp|ramp|refund|virtual-vanilla"
"Sakashima's Protege","acceleration|card-advantage|card-names|cast-trigger|cast-trigger-self|clone|consult|consult-cast|copy|copy-artifact|copy-aura|copy-creature|copy-enchantment|copy-equipment|copy-land|copy-permanent|copy-planeswalker|free-cast-another|mana-ramp|namesake-spell|naming-scheme|ramp"
"Sakiko, Mother of Summer","acceleration|alliteration|card-names|combat-mana|mana-ramp|naming-scheme|old-mana-burn-clause|ramp|saboteur"
"Sakura-Tribe Elder","acceleration|activated-ability|card-names|mana-ramp|martyr|naming-scheme|ramp|sacrifice-self|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Sakura-Tribe Scout","acceleration|activated-ability|alliteration|card-names|extra-land|mana-ramp|naming-scheme|ramp|sneak-land|unique-type-line"
"Sakura-Tribe Springcaller","acceleration|alliteration|card-names|mana-dork|mana-producer|mana-ramp|naming-scheme|non-mana-ability-mana|old-mana-burn-clause|ramp"
"Saltcrusted Steppe","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|alliteration|card-names|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-dual-land|cycle-land|dual-land|mana-filter|mana-ramp|mana-storage|naming-scheme|ramp|storage-land"
"Sami's Curiosity","acceleration|card-names|life-gain|lifegain|mana-ramp|namesake-spell|naming-scheme|ramp|ramp-with-set-mechanic|ramp-with-sets-mechanic|staple-with-sets-mechanic|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Sanctum of Fruitful Harvest","acceleration|adds-multiple-mana|cycle|cycle-m21-sanctum|cycle-m21-shrine|cycle-shrine|mana-ramp|non-mana-ability-mana|ramp|synergy-shrine"
"Sanctum Weaver","acceleration|activated-ability|adds-multiple-mana|mana-dork|mana-producer|mana-ramp|ramp|synergy-enchantment|unique-type-line"
"Sand Scout","acceleration|alliteration|card-names|cards-in-graveyard-matter|catch-up|intervening-if-clause|lands-in-graveyard-matter|lands-matter|mana-ramp|naming-scheme|out-of-color-token|ramp|repeatable-creature-tokens|repeatable-token-generator|synergy-land|synergy-mill|tutor|tutor-battlefield|tutor-land|tutor-land-desert|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Sand Silos","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|alliteration|card-names|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-fem-storage-land|cycle-land|cycle-mono-land|intervening-if-clause|mana-ramp|mana-storage|naming-scheme|ramp|storage-land|tapland"
"Sandstone Needle","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-depletion-land|cycle-land|cycle-mono-land|mana-ramp|ramp|tapland"
"Sapphire Collector","acceleration|activated-ability|cast-from-graveyard|cast-from-nonhand|cast-trigger|cast-trigger-you|conjure|conjure-artifact|conjure-named|conjure-to-hand|cycle|flurry|gives-castable-from-graveyard|gives-castable-from-nonhand|gives-flashback|mana-producer|mana-ramp|offcolor-ability|ramp|recursion|second-spell-matters|synergy-instant|synergy-noncreature|synergy-sorcery"
"Sapphire Medallion","acceleration|cost-reducer|cycle|mana-ramp|ramp|synergy-blue"
"Saprazzan Cove","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-land|cycle-mmq-storage-land|cycle-mono-land|mana-ramp|mana-storage|ramp|storage-land|tapland"
"Saprazzan Skerry","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|alliteration|card-names|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-depletion-land|cycle-land|cycle-mono-land|mana-ramp|naming-scheme|ramp|tapland"
"Sap Sucker","acceleration|alliteration|card-names|mana-ramp|naming-scheme|non-acorn-silver-border|non-mana-ability-mana|potentially-black-border|ramp"
"Sarevok's Tome","acceleration|activated-ability|adds-multiple-mana|card-advantage|card-names|cast-from-exile|cast-from-nonhand|cheat-mana|consult|consult-cast|cost-ignorer|free-cast-another|free-casting|gives-1-1-counters|gives-castable-from-exile|gives-castable-from-nonhand|gives-pp-counters|library-manipulation|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|namesake-spell|naming-scheme|ramp|refund|self-replacement-effect|staple-with-sets-mechanic|synergy-dungeon|synergy-initiative|take-initiative|take-the-initiative|tome|top-deck-manipulation|tutor|tutor-hand|tutor-land|tutor-land-basic|tutor-to|tutor-to-hand|utility-mana-rock"
"Sarinth Greatwurm","acceleration|landfall|lands-matter|mana-dork|mana-producer|mana-ramp|ramp|repeatable-noncreature-tokens|repeatable-token-generator|restricted-mana|synergy-land"
"Sarkhan, Fireblood","acceleration|activated-ability|card-advantage|cycle|cycle-m19-planeswalker|discard-outlet|discardoutlet|dragon-tribal|draw|kindred|mana-producer|mana-ramp|non-mana-ability-mana|noncreature-tribal|noncreature-typal|ramp|red-effect|refund|restricted-mana|rummage|tribal|tribal-dragon|typal|typal-creature|typal-dragon"
"Sarkhan, Soul Aflame","acceleration|alliteration|card-names|copy|copy-creature|cost-reducer|cost-reducer-creature|dragon-tribal|kindred|mana-ramp|naming-scheme|noncreature-tribal|noncreature-typal|ramp|tribal|tribal-dragon|typal|typal-creature|typal-dragon"
"Sarkhan Unbroken","acceleration|activated-ability|card-advantage|dragon-tribal|draw|draw-card|evasion|kindred|mana-producer|mana-ramp|non-mana-ability-mana|pure-draw|ramp|refund|repeatable-creature-tokens|repeatable-draw|repeatable-token-generator|tribal|tribal-dragon|tutor|tutor-battlefield|tutor-creature|tutor-creature-dragon|tutor-dragon|tutor-onto-battlefield|tutor-permanent-dragon|tutor-to|tutor-to-battlefield|typal|typal-creature|typal-dragon"
"Saruli Caretaker","acceleration|activated-ability|drawback|mana-dork|mana-producer|mana-ramp|own-at-cost|ramp|tap-fuel-creature"
"Sasaya, Orochi Ascendant // Sasaya's Essence","acceleration|activated-ability|adds-multiple-mana|card-names|cycle|cycle-flip-ascendant|cycle-sok-flip-ascendant|hand-size-matters|handsize-matters|high-hand-size-matters|low-hand-size-matters|mana-doubler|mana-flare|mana-increaser|mana-ramp|name-matters|namesake-spell|naming-scheme|quadratic|ramp|uninspired|wild-growth"
"Sassy Gremlin Blood","acceleration|attack-trigger|combat-mana|gives-evasion|gives-flying|mana-ramp|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|synergy-attacker"
"Satyr Hedonist","acceleration|activated-ability|adds-multiple-mana|cycle|mana-dork-egg|mana-producer|mana-ramp|martyr|offcolor-ability|ramp|sacrifice-self"
"Savage Ventmaw","acceleration|adds-multiple-mana|attack-trigger|combat-mana|cycle|cycle-bbd-draft-signpost|cycle-dtk-draft-signpost|cycle-dtk-u-allied-dragon|draft-signpost|evasion|mana-ramp|non-mana-ability-mana|ramp|synergy-attacker-self"
"Savai Crystal","acceleration|activate-from-hand|activated-ability|card-advantage|cheaper-than-mv|cycle|cycle-iko-crystal|draw|draw-card|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|pure-draw|ramp|refund|staple-with-sets-mechanic|utility-mana-rock"
"Savvy Trader","acceleration|card-advantage|cost-reducer|mana-ramp|paradox|ramp|recall|recursion|recursion-permanent|regrowth|regrowth-permanent|synergy-exile-cast|synergy-graveyard-cast|synergy-library-cast|synergy-nonhand-cast"
"Scaled Herbalist","acceleration|activated-ability|extra-land|mana-ramp|ramp|sneak-land"
"Scaled Nurturer","acceleration|activated-ability|buff-mana|cast-trigger|cast-trigger-you|delayed-triggered-ability|dragon-tribal|kindred|life-gain|lifegain|mana-ability-with-extra-effect|mana-dork|mana-producer|mana-ramp|ramp|tribal|tribal-dragon|typal|typal-creature|typal-dragon"
"Scale the Heights","acceleration|cantrip|card-advantage|draw|draw-card|extra-land|gives-1-1-counters|gives-pp-counters|life-gain|lifegain|mana-ramp|play-additional-land|pure-draw|ramp|single-target-instant-sorcery|single-target-spell"
"Scampering Surveyor","acceleration|alliteration|card-names|flavors-of-vanilla|mana-ramp|naming-scheme|ramp|synergy-cave|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-cave|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|virtual-vanilla"
"Scaretiller","acceleration|extra-land|mana-ramp|modal|ramp|reanimate|reanimate-land|recursion|recursion-land|resurrect|sneak-land|uninspired|zombify"
"Scattering Stroke","acceleration|adds-multiple-mana|aikido|alliteration|blue-effect|card-names|counter|counterspell|counterspell-with-set-mechanic|counterspell-with-sets-mechanic|mana-ramp|naming-scheme|ramp|single-target-instant-sorcery|single-target-spell|staple-with-sets-mechanic"
"Sceptre of Eternal Glory","acceleration|activated-ability|adds-multiple-mana|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|name-matters|ramp|refund"
"Scholar of New Horizons","acceleration|activated-ability|catch-up|counter-fuel|counter-fuel-any|counter-fuel-other|counters-matter|gains-pp-counters|mana-ramp|ramp|tutor|tutor-battlefield|tutor-hand|tutor-land|tutor-land-plains|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-plains|tutor-to|tutor-to-battlefield|tutor-to-hand"
"Scholarship Sponsor","acceleration|alliteration|card-names|catch-up|donate-rampant-growth|flavors-of-vanilla|group-hug|mana-ramp|naming-scheme|ramp|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|virtual-vanilla"
"Scion of Opulence","acceleration|activated-ability|bottle-draw|card-advantage|cast-from-exile|cast-from-nonhand|death-trigger|deathtrigger|gives-castable-from-exile|gives-castable-from-nonhand|impulse-draw|impulsive-draw|kindred|leaves-battlefield-trigger|mana-ramp|noncreature-tribal|noncreature-typal|ramp|red-effect|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|synergy-artifact|tribal|tribal-vampire|typal|typal-creature|typal-vampire|vampire-lord"
"Scion Summoner","acceleration|alliteration|card-names|cda|cda-color|characteristic-defining-ability|enters-in-company|flavors-of-vanilla|mana-ramp|multiple-bodies|naming-scheme|ramp|refund|virtual-french-vanilla"
"Scorched Ruins","acceleration|activated-ability|adds-multiple-mana|land-sacrifice|mana-ramp|ramp|sac-outlet|sacrifice-cost-land|sacrifice-outlet|sacrifice-outlet-land"
"Scorned Villager // Moonscarred Werewolf","acceleration|activated-ability|adds-multiple-mana|catch-22|intervening-if-clause|mana-dork|mana-producer|mana-ramp|ramp|werewolf-mechanic"
"Scouting Hawk","acceleration|catch-up|evasion|flavors-of-vanilla|intervening-if-clause|mana-ramp|ramp|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-basic-plains|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|virtual-french-vanilla"
"Scout the Wilderness","acceleration|bigger-than-mv|cycle|cycle-dmu-for-ally-c-kicker|mana-ramp|more-expensive-than-mv|multiple-bodies|offcolor-additional-cost|offcolor-kicker|out-of-color-token|ramp|ramp-with-set-mechanic|ramp-with-sets-mechanic|staple-with-sets-mechanic|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Scrounge for Eternity","acceleration|cmc-matters|converted-mana-cost-matters|mana-ramp|mana-value-matters|ramp|reanimate|reanimate-creature|reanimate-spacecraft|recursion|recursion-creature|resurrect|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|sacrifice-outlet-creature|single-target-instant-sorcery|single-target-spell|synergy-spacecraft|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|zombify"
"Sculptor of Winter","acceleration|activated-ability|bear-with-set-mechanic|bear-with-sets-mechanic|mana-dork|mana-producer|mana-ramp|ramp|staple-with-sets-mechanic|synergy-snow|unique-type-line|untap-land|untapper|untapper-land"
"Scuttlemutt","acceleration|activated-ability|card-names|color-change|fun-ruling|mana-dork|mana-producer|mana-ramp|naming-scheme|ramp|repeatable-crime|rhyming-name"
"Seal of the Guildpact","acceleration|cost-reducer|mana-ramp|ramp|synergy-color-choose|synergy-color-each|synergy-color-multi|synergy-multicolor|synergy-multicolor-pair"
"Séance Board","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|demon-synergy|intervening-if-clause|kindred|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|morbid|multiplayer|noncreature-tribal|noncreature-typal|ramp|restricted-mana|spirit-lord|synergy-instant|synergy-sorcery|synergy-spirit|tribal|tribal-coupling|tribal-demon|tribal-spirit|typal|typal-coupling|typal-creature|typal-demon|typal-spirit"
"Search for Azcanta // Azcanta, the Sunken Ruin","acceleration|activated-ability|card-advantage|cards-in-graveyard-matter|cycle|impulse|impulse-artifact|impulse-battle|impulse-enchantment|impulse-instant|impulse-planeswalker|impulse-sorcery|library-manipulation|mana-ramp|mill|mill-self|ramp|self-mill|surveil|threshold|top-deck-manipulation"
"Search for Tomorrow","acceleration|castable-from-exile|castable-from-nonhand|cheaper-than-mv|intervening-if-clause|mana-ramp|ramp|ramp-with-set-mechanic|ramp-with-sets-mechanic|refund|staple-with-sets-mechanic|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|unexile"
"Sea Scryer","acceleration|activated-ability|alliteration|card-names|creature-type-erratum|mana-dork|mana-filter|mana-producer|mana-ramp|naming-scheme|ramp|type-errata"
"Seashell Cameo","acceleration|activated-ability|cycle|cycle-inv-cameo|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|refund"
"Season of the Bold","acceleration|bottle-draw|burn|burn-creature|card-advantage|cast-from-exile|cast-from-nonhand|cast-trigger|cast-trigger-you|creature-removal|cycle|cycle-blb-season|delayed-triggered-ability|gives-castable-from-exile|gives-castable-from-nonhand|impulse-draw|impulsive-draw|mana-ramp|modal|ramp|red-effect|removal|removal-burn|removal-creature|removal-creature-burn|single-target-instant-sorcery|single-target-spell|spot-removal"
"Secrets of Paradise","acceleration|gives-mana-ability|mana-ramp|name-matters|ramp"
"Seedguide Ash","acceleration|death-trigger|death-trigger-self|deathtrigger|leaves-battlefield-trigger|mana-ramp|ramp|tutor|tutor-battlefield|tutor-forest|tutor-land|tutor-land-forest|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Seedship Agrarian","acceleration|gains-pp-counters|landfall|lands-matter|mana-ramp|ramp|repeatable-noncreature-tokens|repeatable-token-generator|synergy-land|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|uninspired"
"Seedship Impact","acceleration|artifact-removal|cmc-matters|converted-mana-cost-matters|disenchant|disenchant-naturalize|enchantment-removal|mana-ramp|mana-value-matters|naturalize|ramp|removal|removal-artifact|removal-destroy|removal-enchantment|single-target-instant-sorcery|single-target-spell|spot-removal|staple-with-sets-mechanic|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Seer's Lantern","acceleration|activated-ability|library-manipulation|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|refund|top-deck-manipulation|utility-mana-rock"
"Seething Song","acceleration|adds-multiple-mana|alliteration|card-names|mana-ramp|naming-scheme|ramp|ritual"
"Seismic Spike","acceleration|alliteration|card-names|land-removal|mana-ramp|naming-scheme|ramp|refund|removal|removal-destroy|removal-land|ritual|single-target-instant-sorcery|single-target-spell|spot-removal"
"Seize the Spoils","acceleration|alliteration|card-advantage|card-names|discard-outlet|discardoutlet|draw|mana-ramp|naming-scheme|pillage-effect|ramp|red-effect|refund|rummage|tormenting-voice"
"Seize the Spotlight","acceleration|alliteration|card-advantage|card-names|control-changing-effects|dilemma|draw|draw-card|gives-haste|mana-ramp|named-choice|naming-scheme|opponent-chooses|punisher|pure-draw|ramp|refund|theft|theft-threaten|threaten|untap-creature|untapper|untapper-creature|villainous-choice"
"Selesnya Cluestone","acceleration|activated-ability|card-advantage|cycle|cycle-dgm-cluestones|draw|draw-card|egg|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|pure-draw|ramp|refund|sacrifice-self|utility-mana-rock"
"Selesnya Keyrune","acceleration|activated-ability|animate|animate-self|becomes-creature|color-change|color-change-self|cycle|cycle-keyrune|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|refund|type-change|utility-mana-rock"
"Selesnya Locket","acceleration|activated-ability|card-advantage|cycle|cycle-grn-locket|draw|draw-card|egg|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|pure-draw|ramp|refund|sacrifice-self|utility-mana-rock"
"Selesnya Signet","acceleration|activated-ability|alliteration|card-names|cycle|cycle-signet|mana-filter|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|naming-scheme|ramp|refund"
"Selfie Preservation","acceleration|art-matters|card-names|mana-ramp|naming-scheme|punny-name|ramp|ramp-with-set-mechanic|ramp-with-sets-mechanic|silver-border-mechanics|staple-with-sets-mechanic|tutor|tutor-battlefield|tutor-hand|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|tutor-to-hand|un-design|un-set-mechanics"
"Selvala, Eager Trailblazer","acceleration|activated-ability|adds-multiple-mana|cast-trigger|cast-trigger-you|mana-dork|mana-producer|mana-ramp|out-of-color-token|power-matters|ramp|repeatable-creature-tokens|repeatable-token-generator"
"Selvala, Explorer Returned","acceleration|activated-ability|adds-multiple-mana|card-advantage|draw|draw-card|group-hug|life-gain|lifegain|mana-ability-with-extra-effect|mana-dork|mana-producer|mana-ramp|pure-draw|ramp|repeatable-draw|rules-nightmare|top-matters"
"Selvala, Heart of the Wilds","acceleration|activated-ability|adds-multiple-mana|alliance|card-advantage|creaturefall|draw|draw-card|etb-other-creature|highest-power-matters|mana-dork|mana-filter|mana-producer|mana-ramp|power-matters|pure-draw|ramp|repeatable-draw|symmetrical"
"Selvala's Stampede","acceleration|alliteration|card-advantage|card-names|cheat-into-play|cheat-mana|consult|consult-onto-battlefield|cost-ignorer|free-casting|mana-ramp|named-choice|namesake-spell|naming-scheme|ramp|sneak|sneak-from-library|sneak-permanent|sneak-permanent-any|voting"
"Serra's Sanctum","acceleration|activated-ability|adds-multiple-mana|alliteration|card-names|cycle|cycle-land|cycle-mono-land|mana-ramp|namesake-spell|naming-scheme|ramp|synergy-enchantment|usg-storyline-in-cards"
"Serum Powder","acceleration|activated-ability|mana-producer|mana-ramp|mana-rock|manaless-value|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|opening-card|ramp|refund|start-of-game|unique-cr-reference|utility-mana-rock"
"Servant of the Conduit","acceleration|activated-ability|bear-with-set-mechanic|bear-with-sets-mechanic|energy-generator|mana-dork|mana-producer|mana-ramp|ramp|staple-with-sets-mechanic"
"Seton, Krosan Protector","acceleration|activated-ability|creature-type-erratum|cycle|cycle-odyssey-mmm-lord|deprecated-card-types|deprecated-legend-type|kindred|mana-dork|mana-producer|mana-ramp|noncreature-tribal|noncreature-typal|ramp|refund|tap-fuel-creature|tribal|tribal-druid|typal|typal-creature|typal-druid|type-errata"
"Settle the Wilds","acceleration|card-advantage|lands-matter|mana-ramp|ramp|seek|synergy-land|tutor|tutor-battlefield|tutor-cmc|tutor-hand|tutor-land|tutor-land-basic|tutor-onto-battlefield|tutor-permanent|tutor-seek|tutor-to|tutor-to-battlefield|tutor-to-hand"
"Settle the Wreckage","acceleration|beast-within|boardwipe|card-names|creature-removal|donate-rampant-growth|drawback|hate|hate-attacker|mana-ramp|mass-removal|naming-scheme|own-at-cost|pongify|pseudo-fog|ramp|removal|removal-creature|removal-exile|single-target-instant-sorcery|single-target-spell|swap-removal|sweeper|sweeper-one-sided|synergy-attacker|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|wipe"
"Setzer, Wandering Gambler","acceleration|coin-flip|coin-flips-matter|combat-mana|mana-ramp|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|saboteur|synergy-vehicle|unique-token|unique-type-line"
"Sevinne's Reclamation","acceleration|bigger-than-mv|card-names|castable-from-graveyard|castable-from-nonhand|cmc-matters|converted-mana-cost-matters|cycle|cycle-c19-signature-spell|flashback|mana-ramp|mana-value-matters|more-expensive-than-mv|namesake-spell|naming-scheme|ramp|reanimate|reanimate-permanent|recursion|recursion-permanent|resurrect|single-target-instant-sorcery|single-target-spell|synergy-graveyard-cast|zombify"
"Shaman of Forgotten Ways","acceleration|activated-ability|adds-multiple-mana|creature-count-matters|formidable|mana-dork|mana-producer|mana-ramp|power-matters|ramp|restricted-mana|set-life-total"
"Shambling Ghast","acceleration|creature-removal|death-trigger|death-trigger-self|deathtrigger|leaves-battlefield-trigger|mana-ramp|modal|ramp|removal|removal-creature|removal-toughness|spot-removal"
"Shaun & Rebecca, Agents","acceleration|activated-ability|cheat-into-play|cheat-mana|cost-ignorer|free-casting|mana-dork|mana-producer|mana-ramp|mill|mill-self|multi-character-card|name-matters|ramp|reanimate|recursion|reflexive-trigger|resurrect|self-mill|sneak|tutor|tutor-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|tutors-by-name|unique-type-line|zombify"
"Shefet Monitor","acceleration|activate-from-hand|activated-ability|card-advantage|cheaper-than-mv|cycle|cycle-akh-cycle-effect|draw|draw-card|flavors-of-vanilla|mana-ramp|pure-draw|ramp|synergy-desert|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-desert|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|virtual-vanilla"
"Sheltered Aerie","acceleration|gives-mana-ability|mana-ramp|ramp"
"Shepherd of the Cosmos","acceleration|castable-from-exile|castable-from-nonhand|cheaper-than-mv|cmc-matters|converted-mana-cost-matters|evasion|flavors-of-vanilla|mana-ramp|mana-value-matters|ramp|reanimate|reanimate-permanent|recursion|recursion-permanent|resurrect|unexile|virtual-french-vanilla|zombify"
"Shigeki, Jukai Visionary","acceleration|activate-from-hand|activated-ability|bigger-than-mv|bounce-self|card-advantage|cheat-mana|cost-ignorer|extra-land|free-casting|impulse|impulse-land|impulse-onto-battlefield|impulse-to-zone|mana-dump|mana-ramp|mana-sink|mill|mill-self|more-expensive-than-mv|mulch|multiple-targets|ramp|recall|recursion|regrowth|self-mill|sneak-from-library|unique-type-line"
"Shiny Impetus","acceleration|attack-trigger|combat-mana|combat-manipulation|cycle|cycle-c20-impetus|force-attacker|forces-attack|hate|hate-attacker|mana-ramp|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|synergy-attacker"
"Shizuko, Caller of Autumn","acceleration|mana-dork|mana-producer|mana-ramp|non-mana-ability-mana|old-mana-burn-clause|ramp"
"Show and Tell","acceleration|cheat-into-play|cheat-mana|cost-ignorer|extra-land|free-casting|mana-ramp|ramp|sneak|sneak-artifact|sneak-creature|sneak-enchantment|sneak-land|symmetrical|synergy-artifact|synergy-enchantment"
"Shriekwood Devourer","acceleration|attack-trigger|combat-mana|mana-ramp|power-matters|ramp|synergy-attacker|untap-land|untapper|untapper-land"
"Shrine of Boundless Growth","acceleration|activated-ability|adds-multiple-mana|cast-trigger|cast-trigger-you|counters-matter|cycle|cycle-newphyrexia-shrine|cycle-nph-shrine|egg|mana-egg|mana-ramp|manarock-egg|ramp|sacrifice-self|synergy-green"
"Shrine of the Forsaken Gods","acceleration|activated-ability|adds-multiple-mana|colourless-matters|lands-matter|mana-ramp|ramp|restricted-mana|sol-land|synergy-colorless|synergy-land"
"Sibling Rivalry","acceleration|control-changing-effects|gives-haste|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|restricted-mana|single-target-instant-sorcery|single-target-spell|staple-with-sets-mechanic|theft|theft-artifact|theft-threaten|threaten|threaten-with-sets-mechanic|untap-creature|untapper|untapper-artifact|untapper-creature|utility-mana-rock"
